tag,step,value
Episode_Reward/track_linear_velocity,423,0.0786459892988205
Episode_Reward/track_linear_velocity,424,0.08342038840055466
Episode_Reward/track_linear_velocity,425,0.08264344930648804
Episode_Reward/track_linear_velocity,426,0.07968740165233612
Episode_Reward/track_linear_velocity,427,0.08651428669691086
Episode_Reward/track_linear_velocity,428,0.08489547669887543
Episode_Reward/track_linear_velocity,429,0.07742771506309509
Episode_Reward/track_linear_velocity,430,0.0866735428571701
Episode_Reward/track_linear_velocity,431,0.07491054385900497
Episode_Reward/track_linear_velocity,432,0.07382287830114365
Episode_Reward/track_linear_velocity,433,0.07829196751117706
Episode_Reward/track_linear_velocity,434,0.08465233445167542
Episode_Reward/track_linear_velocity,435,0.08652019500732422
Episode_Reward/track_linear_velocity,436,0.08219905197620392
Episode_Reward/track_linear_velocity,437,0.08789484947919846
Episode_Reward/track_linear_velocity,438,0.07557789236307144
Episode_Reward/track_linear_velocity,439,0.07381457090377808
Episode_Reward/track_linear_velocity,440,0.08205877989530563
Episode_Reward/track_linear_velocity,441,0.07698538899421692
Episode_Reward/track_linear_velocity,442,0.07887807488441467
Episode_Reward/track_linear_velocity,443,0.08059835433959961
Episode_Reward/track_linear_velocity,444,0.08270064741373062
Episode_Reward/track_linear_velocity,445,0.07875657081604004
Episode_Reward/track_linear_velocity,446,0.08942820131778717
Episode_Reward/track_linear_velocity,447,0.08226370811462402
Episode_Reward/track_linear_velocity,448,0.07818444073200226
Episode_Reward/track_linear_velocity,449,0.08368801325559616
Episode_Reward/track_linear_velocity,450,0.0854046568274498
Episode_Reward/track_linear_velocity,451,0.0906461775302887
Episode_Reward/track_linear_velocity,452,0.08011838048696518
Episode_Reward/track_linear_velocity,453,0.08626239001750946
Episode_Reward/track_linear_velocity,454,0.09227641671895981
Episode_Reward/track_linear_velocity,455,0.08130452036857605
Episode_Reward/track_linear_velocity,456,0.08548250049352646
Episode_Reward/track_linear_velocity,457,0.09505422413349152
Episode_Reward/track_linear_velocity,458,0.08237545192241669
Episode_Reward/track_linear_velocity,459,0.08583366870880127
Episode_Reward/track_linear_velocity,460,0.08618678897619247
Episode_Reward/track_linear_velocity,461,0.08428367972373962
Episode_Reward/track_linear_velocity,462,0.08639689534902573
Episode_Reward/track_linear_velocity,463,0.0740680918097496
Episode_Reward/track_linear_velocity,464,0.08420839160680771
Episode_Reward/track_linear_velocity,465,0.10851733386516571
Episode_Reward/track_linear_velocity,466,0.0806828960776329
Episode_Reward/track_linear_velocity,467,0.08102768659591675
Episode_Reward/track_linear_velocity,468,0.07962065935134888
Episode_Reward/track_linear_velocity,469,0.09348534792661667
Episode_Reward/track_linear_velocity,470,0.08812613785266876
Episode_Reward/track_linear_velocity,471,0.08496981114149094
Episode_Reward/track_linear_velocity,472,0.08336880058050156
Episode_Reward/track_linear_velocity,473,0.07665716111660004
Episode_Reward/track_linear_velocity,474,0.08654257655143738
Episode_Reward/track_linear_velocity,475,0.08451730012893677
Episode_Reward/track_linear_velocity,476,0.08559782803058624
Episode_Reward/track_linear_velocity,477,0.0972798690199852
Episode_Reward/track_linear_velocity,478,0.08399240672588348
Episode_Reward/track_linear_velocity,479,0.08638131618499756
Episode_Reward/track_linear_velocity,480,0.09172336757183075
Episode_Reward/track_linear_velocity,481,0.08781635761260986
Episode_Reward/track_linear_velocity,482,0.08658996224403381
